song,listener,score,left_bass,right_bass,left_drums,right_drums,left_other,right_other,left_vocals,right_vocals,remix_left,remix_right,remix_score
Motor Tapes - Shore,L6043,0.0624203318702956,0.070659010948675,0.0730416285513555,0.0751415197453482,0.0875305431657432,0.065893477659959,0.0843474088468783,0.0226793402360995,0.020069725808306,0.7899382974339599,0.8812596365488214,0.8355989669913907
Mu - Too Bright,L6021,0.0864733674301269,0.0968755282658892,0.0959405222607039,0.1202074341073374,0.1210866966632436,0.069578831820446,0.0674216204756614,0.0631912592825274,0.0574850465652062,0.6343198575191206,0.6994656333122151,0.6668927454156679
Nerve 9 - Pray For The Rain,L6004,0.0933382110023819,0.1442869699301482,0.1477917129782934,0.1059020968776437,0.0897376919304702,0.0762271062123589,0.0673999830075365,0.0542003703273243,0.06115975675528,0.5815996585323214,0.4212133416199139,0.5014065000761176
PR - Happy Daze,L6025,0.1566191082654817,0.145981072021697,0.1359273901500302,0.3101932202368555,0.3197653744055667,0.1081402263872003,0.1011604050723569,0.07271595542403,0.0590692224261173,0.3868386928967565,0.4966229516748505,0.4417308222858035
PR - Oh No,L6014,0.1068047061046558,0.143520711800812,0.1356651741855672,0.1370471650494343,0.152647815567112,0.0993211847701665,0.095274650845436,0.0455585873202157,0.0454023592985025,0.7555014319929549,0.6955299700742453,0.7255157010336002
Raft Monk - Tiring,L6027,0.1001161502199514,0.1175992269555914,0.1146335605764738,0.1102088351202166,0.1231333830607963,0.1365418514495043,0.1168621443224653,0.0429797372700176,0.0389704630045461,0.94331582751737,0.6198430283680125,0.7815794279426913
Sambasevam Shanmugam - Kaathaadi,L6005,0.0859531743695301,0.1335250400184812,0.1143856374472478,0.0714324684043908,0.0737348054726509,0.0853336922793143,0.0781098637542968,0.0615044428376352,0.0695994447422239,0.4791126559770636,0.3567803317986292,0.4179464938878464
Secretariat - Borderline,L6039,0.1069472421551527,0.1357602033416833,0.1430024827220038,0.11540918604515,0.1169527783910035,0.1116687456429638,0.1143289285725314,0.0631151271484975,0.0553404853773879,0.5520848340927839,0.6727668543057653,0.6124258441992746
Secretariat - Over The Top,L6044,0.110100128715614,0.1124974561839312,0.1109163925611413,0.1321431909287173,0.1339279987035955,0.1312119797526709,0.1228218803774334,0.0745868378083529,0.0626952934090699,0.9371670671953106,0.8999462849530486,0.9185566760741796
Side Effects Project - Sing With Me,L6022,0.1129511125954889,0.1010546562130664,0.1111573451984692,0.1755049443507463,0.1621364775822212,0.1269149772089521,0.1199582011477235,0.0488969975053597,0.0579853015573734,0.5450511137591353,0.482766019817287,0.5139085667882112
Side Effects Project - Sing With Me,L6020,0.1008818229161452,0.1136263933790704,0.1054303711641339,0.1416759727994696,0.1281128933857769,0.1247447054570759,0.1146680798703382,0.0366149983775529,0.042181168895744,0.4543828274169323,0.7448346879537089,0.5996087576853206
Signe Jakobsen - What Have You Done To Me,L6035,0.0855007848813692,0.0910002549351927,0.0844947297885123,0.1001041199348639,0.0913161797890293,0.1303652395211399,0.1218575821340207,0.0348616892769794,0.0300064836712154,0.8892680825974201,0.8562372032811938,0.8727526429393069
Skelpolu - Resurrection,L6030,0.0887676633769006,0.1134359197588906,0.1351883064541333,0.1090927400270864,0.1055563002915205,0.0650424096653525,0.0688650026540754,0.0483374704854736,0.0646231576786723,0.5766808972382271,0.5626241948266147,0.5696525460324209
Speak Softly - Broken Man,L6018,0.0838316499240263,0.0889241817234489,0.1014331078325535,0.1304877474577878,0.147336355532175,0.0564596239962324,0.0575475857047899,0.0488404460700683,0.0396241510751548,0.8671495653039755,0.7122614455772835,0.7897055054406295
Speak Softly - Like Horses,L6015,0.0772205098993395,0.1081350912968719,0.0661687478703067,0.0995481579777822,0.1122993419207101,0.0543433339270621,0.0424026722145635,0.0510109343080689,0.0838557996793508,0.5572363753055072,0.7179116420188517,0.6375740086621795
The Doppler Shift - Atrophy,L6029,0.0604825703841207,0.0787989032554154,0.0741405071127256,0.0639512744947408,0.0601612739951708,0.0798978856088231,0.0654064414164351,0.0315557709726788,0.0299485062169758,0.8842801410724621,0.8762870312360913,0.8802835861542767
The Easton Ellises - Falcon 69,L6011,0.0760752475201061,0.0878768219952434,0.0886673521226316,0.0898519106501705,0.0898116933177872,0.0800387065060671,0.0856145104786819,0.043471325297167,0.0432696597931002,0.5724896862624005,0.6374975597203398,0.6049936229913702
The Easton Ellises (Baumi) - SDRNR,L6052,0.1065972568761996,0.1298105046788546,0.1275188165196693,0.1248781321458165,0.124717900228371,0.0956004421103178,0.0992165622980982,0.0841091084450286,0.0669265885834404,0.8821258619346162,0.8928565240460415,0.8874911929903289
The Long Wait - Dark Horses,L6024,0.1091762831756519,0.1315361913085359,0.1160370458595922,0.1351907614876321,0.1242576073451414,0.1287352711093926,0.1192269401451136,0.0595024248376568,0.0589240233121505,0.7691229816251021,0.7814710386373167,0.7752970101312093
The Mountaineering Club - Mallory,L6012,0.0857699921123272,0.1178036174885559,0.1183550107154018,0.1134235847067299,0.1039269267488808,0.0892394705618992,0.0739036046162541,0.0340170469433229,0.035490675117573,0.7818682726728428,0.7226365738565127,0.7522524232646777
The Sunshine Garcia Band - For I Am The Moon,L6016,0.1030618716135087,0.1181357611784088,0.1028909608171475,0.1409796297735666,0.1178266461966743,0.1393384374045095,0.1221243079897374,0.0460920761845052,0.0371071533635205,0.5920652794505893,0.5677308943811316,0.5798980869158604
Timboz - Pony,L6003,0.0969335465693145,0.1125146598199648,0.1261196539158886,0.1008418812872857,0.1030820455414582,0.1227553812504649,0.0993821835915973,0.0525756985499848,0.0581968685978721,0.7934354441284545,0.7009155164873518,0.7471754803079032
Tom McKenzie - Directions,L6017,0.1029780831657823,0.1664733198175454,0.1647088978606494,0.1158283826235776,0.1072145731303897,0.0695105424391403,0.0665159985849256,0.0729730096741402,0.0605999411958902,0.4028745935486123,0.6291517791714399,0.5160131863600261
Triviul feat. The Fiend - Widow,L6048,0.0848189703060055,0.1019438930203611,0.0987944342207716,0.105848879450896,0.0945094696561744,0.0944170509546485,0.0713558688432087,0.0647517711312339,0.0469303951707501,0.9610532201373684,0.9031278202911118,0.93209052021424
We Fell From The Sky - Not You,L6013,0.1150657663176007,0.0956887753616322,0.1177584901245745,0.1065136896058013,0.11467468843957,0.134446411543603,0.1595880006210955,0.0960728466477455,0.0957832281967838,0.8939077993349716,0.9635170742431848,0.9287124367890782
Zeno - Signs,L6006,0.1096416535797994,0.1188811927146295,0.1226282053075015,0.1174444139637573,0.1150430593390814,0.1545718446345308,0.1597711216123454,0.0463345748166942,0.042458816249855,0.9511755378995256,0.9280295883109024,0.939602563105214
Al James - Schoolboy Facination,L6022,0.0949011014066687,0.1083514657819128,0.1142806258252118,0.1229280004732632,0.1317215697467459,0.0816114116798994,0.0774519690429871,0.0573485677934455,0.0655152009098839,0.5351113860885921,0.4962989211456234,0.5157051536171078
Al James - Schoolboy Facination,L6020,0.0937193135129077,0.113747388465248,0.1024519839545062,0.1103478429555296,0.1214244197985457,0.1008495477809393,0.1074177752644637,0.0447343960498779,0.048781153834151,0.3768103042133918,0.7462262326498722,0.561518268431632
AM Contra - Heart Peripheral,L6035,0.0901227555784274,0.0912008812260286,0.0880523107331952,0.1245716526562129,0.1283381801232761,0.109289762219352,0.1125816031320763,0.0363496067064595,0.0305980478308189,0.9177991883859375,0.8456576503821615,0.8817284193840496
Angels In Amplifiers - I'm Alright,L6030,0.0894895975955211,0.10502229016893,0.1081980723223674,0.1058572567258649,0.0925551794159363,0.1185036880981432,0.0888710889098504,0.0497052695011681,0.0472039356219082,0.5391203983365606,0.5016128372183627,0.5203666177774616
Arise - Run Run Run,L6018,0.1126986581397909,0.0886334426889077,0.1114064246922043,0.1178126561440846,0.1304696433886942,0.1782211230297912,0.1878930289737485,0.0415469923480023,0.0456059538528945,0.8227001947708814,0.7357409657944337,0.7792205802826575
Ben Carrigan - We'll Talk About It All Tonight,L6015,0.0769354593736953,0.0926974964382195,0.1271585530625337,0.0724195380675901,0.0619888098317615,0.0695602177875319,0.0837607336469397,0.0452716558496652,0.0626266703053209,0.5100465655268295,0.7095832573244685,0.609814911425649
BKS - Bulldozer,L6029,0.0943327046351316,0.1034309259181984,0.0876643229021056,0.1238381261136262,0.1206379763017766,0.1213843071032706,0.1248061283315332,0.0383775766259375,0.0345222737846046,0.8378294156110497,0.8643601148630613,0.8510947652370555
BKS - Too Much,L6011,0.0828367034827345,0.1056502906699008,0.0974150268114927,0.0950198874070907,0.1009758075779123,0.0967555840446554,0.0914130369482181,0.0386299746471861,0.0368340197554195,0.7686685909451312,0.7255082060485109,0.7470883984968211
Bobby Nobody - Stitch Up,L6052,0.1068616757714331,0.0827565002287305,0.0841195688706149,0.1383701977178257,0.1432676848573451,0.1355807478425274,0.1526913595042575,0.0688441692437435,0.0492631779064202,0.914132990296082,0.9521292762298256,0.9331311332629536
Buitraker - Revo X,L6024,0.0866024042307184,0.1080967156671488,0.1013091977996019,0.1274277293359808,0.1029020772320982,0.0953423366336806,0.0816809290166368,0.038237842408438,0.0378224057521619,0.3623363684338312,0.3409385332549906,0.3516374508444109
Carlos Gonzalez - A Place For Us,L6012,0.0861717530847562,0.1144370108008175,0.1181612068045899,0.1175547929672013,0.1179692590849319,0.0676811173426581,0.0714742993528128,0.0400424755556637,0.0420538627693743,0.8786421478596025,0.7501540531878872,0.8143981005237448
Cristina Vane - So Easy,L6016,0.0912380904703962,0.123953641976184,0.12028638289838,0.1212909132191591,0.0850125427540992,0.1197818515033488,0.0841681886488947,0.0401299382713521,0.0352812644917517,0.8229825159134383,0.6559146653987188,0.7394485906560786
Detsky Sad - Walkie Talkie,L6003,0.0978520714915915,0.1040799123869463,0.1015481255786868,0.1392530923712938,0.1406242164473029,0.1070513620113452,0.1051973766710707,0.0409719083134783,0.0440905781526075,0.7508506203111234,0.5372073749047461,0.6440289976079348
Enda Reilly - Cur An Long Ag Seol,L6017,0.1047669877555695,0.1676873303143564,0.1235990031702878,0.0972548159005029,0.0802629685416863,0.0983223388723481,0.0897713362197764,0.0937800285444808,0.0874580804811171,0.3503386243892054,0.5696012696403784,0.4599699470147919
Forkupines - Semantics,L6048,0.0967758799589148,0.1122314996597023,0.1011887730045299,0.1063132271414525,0.09954068823835,0.130604617975923,0.1032074276684232,0.0650576903078046,0.056063115675133,0.9143579657394996,0.924478454250039,0.9194182099947694
Georgia Wonder - Siren,L6013,0.0966188283971766,0.1062231279912966,0.1080511911806094,0.1110964131700552,0.1209655409584501,0.1127175311490114,0.1386551557289503,0.0345346807688762,0.0407069862301635,0.8685575571127397,0.9446379799047618,0.9065977685087508
Girls Under Glass - We Feel Alright,L6006,0.1019043072187496,0.1328461473577593,0.1389310229008626,0.1018771373754829,0.0937814811219736,0.1262445960202166,0.1172113721098097,0.0550429032890742,0.0492997975748176,0.8684543612061769,0.8589171276479859,0.8636857444270813
Hollow Ground - Ill Fate,L6040,0.0985865543418242,0.1453767020144112,0.1430871022616415,0.0940207495427351,0.0862367110783746,0.1240534752061574,0.122096902680088,0.0402760141732522,0.0335447777779339,0.7509852541630775,0.7541602907825558,0.7525727724728166
James Elder & Mark M Thompson - The English Actor,L6036,0.068391511848764,0.0845468268319479,0.0954233418794987,0.0799014714397375,0.0804195724657438,0.0618482946907158,0.0755029093998873,0.0277833849925935,0.0417062930899877,0.3486304537177987,0.43160248943495,0.3901164715763744
James Elder & Mark M Thompson - The English Actor,L6042,0.0832631116025472,0.0851739877989858,0.0801571806165683,0.1009926455077297,0.0979734611463604,0.122138683958151,0.1178835121634918,0.0327499381299103,0.0290354834991802,0.9048852370848328,0.8257211779954852,0.865303207540159
Juliet's Rescue - Heartbeats,L6049,0.1011968735208465,0.1223712193631024,0.1172793971709683,0.1013182303379956,0.0980442612153922,0.1505871356785751,0.1515618719267089,0.0356891546194338,0.0327237178545954,0.9170082847911918,0.8869500938745538,0.9019791893328728
Little Chicago's Finest - My Own,L6008,0.0997517186596348,0.0886534115707972,0.0803756569526231,0.1085976460060017,0.1150921188341521,0.1199519952606255,0.1193195817743715,0.0839124806870157,0.0821108581914916,0.8985143045354023,0.8955240583764104,0.8970191814559063
Louis Cressy Band - Good Time,L6033,0.0946147197412987,0.1009554455670865,0.0904926344770661,0.1377813680889569,0.1212715762390673,0.092900916693397,0.0969023819821531,0.0670702198275058,0.049543215055157,0.4802412904557572,0.4443520605326518,0.4622966754942045
Lyndsey Ollard - Catching Up,L6045,0.0968651921064309,0.1073238630918659,0.1031282794265013,0.1044228351512901,0.0881539111870307,0.1452263656611861,0.1486459009839406,0.0441804160965762,0.0338399652530563,0.8629232222038697,0.8331424856188908,0.8480328539113803
M.E.R.C. Music - Knockout,L6037,0.0704639574482106,0.0524622113079854,0.0552535726352117,0.0852838382671567,0.0913367394223449,0.0846062605706997,0.0857392198421143,0.056903305867034,0.0521265116731384,0.7797352715142013,0.7678563915078153,0.7737958315110083
Moosmusic - Big Dummy Shake,L6023,0.0859748595057882,0.0851748933959722,0.0991793892484651,0.1066816717006496,0.1232823644305423,0.0675562524710348,0.0889816743891782,0.061983348012484,0.0549592823979795,0.5406395650418074,0.6789534184593433,0.6097964917505754
Motor Tapes - Shore,L6041,0.0654423691855589,0.0760246249034844,0.0709141245789415,0.0791733398110776,0.0885728832777214,0.0737567471286021,0.0872973317586483,0.0279029508427609,0.0198969511832352,0.8863384271450199,0.9227911311316402,0.90456477913833
Mu - Too Bright,L6007,0.0977353018696083,0.1029091668731667,0.1061590175201906,0.1217148989234446,0.1188544153759563,0.1075411897224762,0.1139028521353583,0.0563806017961367,0.0544202726101371,0.9256429280059176,0.9020964750932824,0.9138697015496
Nerve 9 - Pray For The Rain,L6051,0.1008748687883709,0.1327126461756859,0.1600698667066729,0.0923931557922197,0.1066426721771337,0.0894905919115049,0.0888487891332747,0.0687590932328187,0.068082135177657,0.3122850922894769,0.5843776768130788,0.4483313845512778
PR - Happy Daze,L6050,0.1199704021638232,0.0863034272346184,0.0983200573597782,0.2245281002771585,0.2519084525631902,0.0946014340959797,0.0981358590233379,0.0530692924708836,0.0528965942856386,0.6416227528067886,0.6764284725159889,0.6590256126613887
PR - Oh No,L6053,0.1076080069693942,0.1321248506853489,0.1394828486263968,0.1314865413885829,0.1286262852849065,0.110682318358971,0.1068553481795091,0.0566704876580145,0.0549353755734239,0.5469985342850787,0.767186127778765,0.6570923310319219
Raft Monk - Tiring,L6010,0.087359052854446,0.1127375375522443,0.1041111580171803,0.103945499552237,0.0995276325910268,0.0952382493184553,0.1061735989577757,0.0366424462430557,0.0404963006035932,0.5961016519453836,0.7657245620036905,0.6809131069745371
Sambasevam Shanmugam - Kaathaadi,L6009,0.1004857311777195,0.1337351075354063,0.1152117700747955,0.0927560120983937,0.094801336257772,0.1051744684072037,0.0942685959595154,0.0826264247353082,0.0853121343533615,0.1675561832605538,0.143692833175388,0.1556245082179709
Secretariat - Borderline,L6026,0.0841504713894558,0.1097852248472494,0.102993436671931,0.0981194984657418,0.1025868649033383,0.0804651101247948,0.0681384818674096,0.0529130801811706,0.0582020740540108,0.4503207749445537,0.3864420111471042,0.4183813930458289
Secretariat - Over The Top,L6019,0.0972546269560019,0.1244149362686374,0.1219627721217335,0.1142210159604755,0.1158600322022276,0.0766803364911833,0.0898101598468284,0.0691982574986614,0.0658895052582679,0.4861182032185012,0.6457374049184822,0.5659278040684916
Side Effects Project - Sing With Me,L6002,0.1052677735757744,0.1049622049490468,0.1157514323392866,0.1447850185993846,0.1411928987017949,0.1304545852099456,0.1244917576906926,0.0359081813933699,0.0445961097226743,0.7297322091477727,0.8220009951913063,0.7758666021695395
Side Effects Project - Sing With Me,L6001,0.1053693627785574,0.1108059879927384,0.1142670977491455,0.1397176324202449,0.151493342754029,0.1267076259501438,0.1276759693570861,0.0353706509058335,0.0369165950992385,0.5760004600729287,0.6296850037297225,0.6028427319013256
Signe Jakobsen - What Have You Done To Me,L6028,0.0957396983364633,0.1030732773860996,0.0902332419676406,0.1106197359068549,0.1012429598247844,0.1541658466195564,0.1305739438694211,0.0432126005464469,0.0327959805709025,0.8412121947704875,0.7069317004290685,0.7740719475997779
Skelpolu - Resurrection,L6046,0.0985964270615559,0.1057895723927748,0.1168981730013907,0.0996781372996275,0.1075536333160679,0.1035301911512377,0.1289821579068575,0.0618840709375447,0.0644554804869466,0.5908542216419731,0.6954409069747736,0.6431475643083733
Speak Softly - Broken Man,L6031,0.0844419148378466,0.0904166032850469,0.0840911572885929,0.1266438429229435,0.124843588774642,0.0757368830478345,0.0743923572430626,0.0565962091460554,0.0428146769945953,0.8893018272376674,0.8649031277873411,0.8771024775125043
Speak Softly - Like Horses,L6032,0.0714453944882112,0.0810134769153151,0.0773844518825918,0.1061384035218507,0.0990383185661736,0.0738408561637179,0.0656976382024454,0.0345503481853282,0.0338996624682668,0.7553820674087715,0.7433018018842514,0.7493419346465114
The Doppler Shift - Atrophy,L6034,0.0578052912393312,0.0436062106733066,0.0647024643926929,0.0717675055885651,0.0717032589828892,0.0692850550925957,0.0649813510715969,0.0492549454294723,0.0271415386835307,0.2111761871870277,0.7288918191775536,0.4700340031822906
The Easton Ellises - Falcon 69,L6038,0.0813259899254885,0.0920046255949557,0.0955630133328327,0.1035358249998544,0.0978839918300648,0.0861426656290926,0.0889440871974743,0.0434478310143321,0.0430858798053017,0.3736360806615121,0.3704878480045188,0.3720619643330154
The Easton Ellises (Baumi) - SDRNR,L6047,0.1055721249568561,0.1385473057711708,0.1290871259925413,0.1230862929405408,0.1186047467999494,0.1270388965909557,0.1107802804090687,0.0458084061195218,0.0516239450311006,0.5807433370398215,0.507245400693564,0.5439943688666928
The Long Wait - Dark Horses,L6043,0.1034191329835589,0.1075200779825307,0.1118417616579132,0.1161047559509285,0.1232188865832013,0.1277911385244208,0.1424919635286803,0.0481089140939797,0.0502755655468169,0.880161507269021,0.8829215687961804,0.8815415380326007
The Mountaineering Club - Mallory,L6021,0.103857303390795,0.1173106305540417,0.1199649624331849,0.1531980498699982,0.1513703545025645,0.1034088702693826,0.1001320225305731,0.0429052345615991,0.0425683024050157,0.818917452155911,0.8395360786545943,0.8292267654052528
The Sunshine Garcia Band - For I Am The Moon,L6004,0.0985507017567837,0.1153801608147029,0.1151875684660332,0.1208677607819908,0.1096609106712424,0.1350614465400191,0.1226015397445528,0.0346994712507947,0.0349467557849336,0.4331050228959573,0.28515770550471,0.3591313642003336
Timboz - Pony,L6025,0.0819323186353864,0.097646118538718,0.1025398928209961,0.0998062068704332,0.0924684146140362,0.0885981300158476,0.0823998469669456,0.0446752809078004,0.0473246583483142,0.4529215676442024,0.6159282930444424,0.5344249303443225
Tom McKenzie - Directions,L6014,0.0931452962284654,0.1374284842782648,0.1486237162649872,0.0850312897932282,0.1009617181172671,0.0923303755539636,0.0883147549241096,0.044502669473255,0.0479693614226476,0.7383186428027427,0.7016182932092796,0.7199684680060112
Triviul feat. The Fiend - Widow,L6027,0.0882756596823647,0.1057292676505737,0.1081898282760187,0.1048171235686836,0.1101631450787654,0.0920278252482106,0.0846615265945884,0.0567525114683739,0.0438640495737037,0.9325778480058572,0.5605014275900663,0.7465396377979616
We Fell From The Sky - Not You,L6005,0.0845440738953571,0.0794367322720758,0.084495084763285,0.0924682855159801,0.0990785290558015,0.0903204955541413,0.0791281032545788,0.082795351278638,0.068630009468356,0.7012630697472677,0.6691626400781127,0.6852128549126901
Zeno - Signs,L6039,0.109010882635542,0.1153308256644359,0.1244057368297359,0.1146407758106307,0.1164490415869604,0.1490687412570642,0.1691010319629889,0.0439278256496424,0.0391630823228775,0.9388913551779436,0.9346111748121732,0.9367512649950585
Al James - Schoolboy Facination,L6002,0.0947944277657959,0.0889083578596598,0.082045514632916,0.1298278481910551,0.1463280809155448,0.1079754991977635,0.1101403456679301,0.0432437523015615,0.0498860233599363,0.6632728382840777,0.8549565089584612,0.7591146736212695
Al James - Schoolboy Facination,L6001,0.0906307597081276,0.0958710433742129,0.0884943616282734,0.1194988817469786,0.140499496587507,0.0926331585329658,0.0991493832027743,0.0450257522551635,0.0438740003371458,0.528610114484668,0.593517467245058,0.561063790864863
AM Contra - Heart Peripheral,L6028,0.1051250341238117,0.1070821800757897,0.0987574751212764,0.1322251324990059,0.1313252318822579,0.1502581262932173,0.1378176340815065,0.0465753516622397,0.0369591413752005,0.8765472913624743,0.6611091756723104,0.7688282335173924
Angels In Amplifiers - I'm Alright,L6046,0.0985691287734997,0.1021241636003369,0.0959506160058147,0.1135379350926291,0.1265586536577936,0.149778264013814,0.1407448770931297,0.0303862022609283,0.0294723184635514,0.580276278072773,0.6414279738571299,0.6108521259649515
Arise - Run Run Run,L6031,0.1093320873544327,0.0937846709281395,0.0963596376152657,0.110378146953177,0.1230672638648954,0.1732742119392908,0.1760625916352456,0.0534825545228336,0.0482476213766144,0.6688488489942359,0.6435973003971396,0.6562230746956877
Ben Carrigan - We'll Talk About It All Tonight,L6032,0.0677506428003274,0.0750433133272859,0.0798259397287664,0.0935704905626103,0.0795381177812195,0.0733476832488625,0.0613429995373486,0.0441209410813762,0.03521565713515,0.6554861346080856,0.7577243820848735,0.7066052583464795
